"kids","life.survey_1","life.survey_2","life.survey_3","life.survey_4","life.survey_5","life.survey_6","life.survey_7","life.survey_8","life.survey_9","life.survey_10","life.survey_11","life.survey_12","life.survey_13","life.survey_14","life.survey_15","life.survey_16","life.survey_17","life.survey_18","life.survey_19","life.survey_20","life.survey_21","life.survey_22","life.survey_23","life.survey_24","life.survey_25","life.survey_26","life.survey_27","life.survey_28","life.survey_29","life.survey_30","life.survey_31","life.survey_32","life.survey_33","life.survey_34","life.survey_35","life.survey_36","life.survey_37","life.survey_38","life.survey_39","life.survey_40","life.survey_41","life.survey_42","life.survey_43","life.survey_44","life.survey_45","life.survey_46","life.survey_47","life.survey_48","life.survey_49","life.survey_50","life.survey_51","life.survey_52","life.survey_53","life.survey_54","life.survey_55","life.survey_56","life.survey_57","life.survey_58","life.survey_59","life.survey_60","life.survey_61","life.survey_62","life.survey_63","life.survey_64","life.survey_65","life.survey_66","life.survey_67","life.survey_68","life.survey_69","life.survey_70","life.survey_71","life.survey_72","life.survey_73","life.survey_74","life.survey_75","life.survey_76","life.survey_77","life.survey_78","life.survey_79","life.survey_80","life.survey_81","past.year.survey_1","past.year.survey_2","past.year.survey_3","past.year.survey_4","past.year.survey_5","past.year.survey_6","past.year.survey_7","past.year.survey_8","past.year.survey_9","past.year.survey_10","past.year.survey_11","past.year.survey_12","past.year.survey_13","past.year.survey_14","past.year.survey_15","past.year.survey_16","past.year.survey_17","past.year.survey_18","past.year.survey_19","past.year.survey_20","past.year.survey_21","past.year.survey_22","past.year.survey_23","past.year.survey_24","past.year.survey_25","past.year.survey_26","past.year.survey_27","past.year.survey_28","past.year.survey_29","past.year.survey_30","past.year.survey_31","past.year.survey_32","past.year.survey_33","past.year.survey_34","past.year.survey_35","past.year.survey_36","past.year.survey_37","past.year.survey_38","past.year.survey_39","past.year.survey_40","past.year.survey_41","past.year.survey_42","past.year.survey_43","past.year.survey_44","past.year.survey_45","past.year.survey_46","past.year.survey_47","past.year.survey_48","past.year.survey_49","past.year.survey_50","past.year.survey_51","past.year.2_1","past.year.2_2","past.year.2_3","past.year.2_4","past.year.2_5","past.year.2_6","past.year.2_7","past.year.2_8","past.year.2_9","past.year.2_10","past.year.2_11","past.year.2_12","past.year.2_13","past.year.2_14","past.year.2_15","past.year.2_16","past.year.2_17","past.year.2_18","past.year.2_19","past.year.2_20","past.year.have_1","past.year.have_2","past.year.have_3","past.year.have_4","past.year.have_5","past.year.have_6","past.year.have_7","past.year.have_8","divorce","clothes","gender","age","child.age","family.death.age","education","socioeconomic","income","political.views","religious","religious_8_TEXT","relationship.time","weight","covid_NPS_GROUP","covid","work","essential","home","in.person","video.chat","community","media","government_NPS_GROUP","government","return.to.school_NPS_GROUP","return.to.school","contracted","public.health_NPS_GROUP","public.health","distancing_NPS_GROUP","distancing","children.care.now","children.care.past","SelfProtection","DiseaseAvoidance","AffiliationGroup","AffiliationExclusion","AffiliationIndependence","Status","MateSeeking","MateRetentionGeneral","MateRetentionBreakup","KinCareFamily","KinCareChild","Extraversion","Agreeableness","Conscientiousness","Neuroticism","Openness","STMO","LTMO","PVDInfect","PVDGerm","Dominance","Prestige","ECRAnxiety","ECRAvoidance","NeedtoBelong","BDW","ChildhoodResources","CurrentResources","ChildhoodStability","Liberal","marital.status","eAmericanIndian","eAsian","eBlack","eHispanic","eWhite","ePacificIslander","eOther","wFullTime","wPartTime","wUnemployedLooking","wUnemployedNotLooking","wStudent","wOther","height"
"No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No",0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,1,5,0,0,0,0,1,0,0,0,7,"No","Yes","No","No","No","No","No","No","",1,"Male",26,NA,13,"Bachelors degree","Working","Under 20,000","Green Party","Other","Agnostic",6,215,2,7,"Yes","No","Yes",10,3,"No",5,1,4,1,0,0,2,7,2,7,NA,NA,6.33333333333333,6.66666666666667,4,5.66666666666667,5.33333333333333,3.83333333333333,1.16666666666667,5.5,2,5.33333333333333,NA,2.625,3.55555555555556,3.22222222222222,2.375,5,4.1,5,1.85714285714286,5.625,2.75,5,NA,NA,NA,NA,2,3,2,4.66666666666667,"Committed Relationship",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,72
"No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","No","Yes","No","Yes","No","No",0,5,0,11,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,1,0,0,0,0,0,0,5,0,0,1,1,0,7,0,0,1,"Yes","Yes","No","No","No","No","No","No","",2,"Male",30,NA,21,"Associates degree","Working","Under 20,000","Other or Unaffiliated","Atheist","",1,250,3,10,"Yes","Yes","Yes",5,3,"No",120,1,2,1,0,2,3,10,3,10,NA,NA,5.66666666666667,6.66666666666667,4.5,5,6.33333333333333,4.5,1,NA,NA,4,NA,3.625,2.88888888888889,3.55555555555556,3.75,3.9,NA,NA,NA,NA,NA,NA,4,5.11111111111111,3.7,5.16666666666667,1,1.25,1,4,"Single",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,72
"Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,2,0,0,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,5,0,0,0,3,7,0,0,0,0,0,5,0,0,3,"Yes","Yes","No","No","No","No","No","Yes","",4,"Female",37,21,30,"High scool completed or GED","Middle Middle","90,000-99,999","Republican","Protestant Christian","",8,165,2,7,"No",NA,NA,5,25,"Yes",15,1,5,1,1,0,2,7,3,10,14,6,6.5,6.66666666666667,4.5,5.16666666666667,5.83333333333333,4.16666666666667,0.833333333333333,6.83333333333333,1.83333333333333,6.33333333333333,7,1.125,2.77777777777778,4.22222222222222,4.625,3.5,NA,NA,NA,NA,NA,NA,3.33333333333333,2.88888888888889,4.7,3.08333333333333,5,5.75,2.66666666666667,2,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No",0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,7,0,0,0,0,1,0,3,0,2,6,0,0,7,0,1,3,0,0,5,"Yes","No","No","No","Yes","No","No","No","",2,"Female",57,18,23,"High scool completed or GED","Middle Middle","70,000-79,999","Republican","Evangelical Christian","",9,150,2,8,"Yes","Yes","Yes",3,2,"No",90,1,4,1,0,0,3,10,3,10,0,0,7,6.66666666666667,4.66666666666667,4.33333333333333,5,5.16666666666667,0.833333333333333,6.5,1.5,7,7,3.75,1.88888888888889,3.88888888888889,3,3.9,1.1,5,3,5,6,4.55555555555556,NA,NA,NA,NA,1.75,3.25,5.33333333333333,3.66666666666667,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64
"No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes",0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,5,0,0,2,4,6,0,0,0,0,0,5,0,0,3,"Yes","Yes","No","No","No","No","No","Yes","",3,"Female",28,NA,16,"Bachelors degree","Lower Middle","60,000-69,999","Democrat","Atheist","",7,150,1,6,"No",NA,NA,2,18,"Yes",120,1,3,1,0,0,3,10,3,9,NA,NA,4.83333333333333,5.5,4.83333333333333,3.16666666666667,4.5,4.33333333333333,0.833333333333333,6.5,1,6.16666666666667,NA,3,2.33333333333333,3.88888888888889,3,2,NA,NA,NA,NA,NA,NA,0.944444444444444,1,2.4,2.83333333333333,6,3.5,7,7,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,72
"No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,1,7,4,0,0,0,0,7,0,3,6,"No","No","No","No","No","No","No","Yes","",5,"Male",37,NA,36,"Bachelors degree","Middle Middle","20,000-39,999","Republican","Other","Deism",1,122,1,1,"Yes","Yes","Yes",1,0,"Yes",5,3,9,3,10,0,1,1,1,1,NA,NA,5,4.83333333333333,4.66666666666667,4.16666666666667,5.5,5.33333333333333,3.83333333333333,NA,NA,4.66666666666667,NA,2.875,2.44444444444444,4.66666666666667,1.625,3.7,NA,NA,NA,NA,NA,NA,4.77777777777778,3,3.5,4,4.5,4.5,5.33333333333333,1,"Single",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67
"Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes",0,1,1,11,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,11,0,0,0,0,0,0,5,0,11,0,2,4,2,0,0,0,0,0,11,0,0,0,0,5,0,1,5,0,5,0,1,2,2,7,3,3,1,1,1,5,0,0,5,"No","No","No","No","Yes","Yes","No","Yes","",2,"Male",34,28,16,"Bachelors degree","Upper Middle","150,000-199,999","Independent","Catholic","",7,175,2,8,"No",NA,NA,3,6,"Yes",NA,1,0,1,0,0,3,10,3,10,6,3,5.16666666666667,6.16666666666667,5.33333333333333,2.33333333333333,4.33333333333333,3.66666666666667,1.16666666666667,6.66666666666667,1.5,6.16666666666667,6.5,4.5,3.11111111111111,5,1,3.4,NA,NA,NA,NA,NA,NA,1,1.16666666666667,1.5,3.33333333333333,3.25,7,3.66666666666667,6,"Married",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71
"No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","No",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,3,0,5,3,5,1,1,0,1,0,7,0,0,3,"No","No","No","No","Yes","No","No","No","",5,"Male",34,NA,NA,"Graduate or professional degree","Middle Middle","90,000-99,999","Republican","Atheist","",1,150,1,0,"No",NA,NA,3,3,"Yes",10,1,5,3,10,0,1,5,1,2,NA,NA,3.83333333333333,4.83333333333333,3.33333333333333,1.16666666666667,7,4.33333333333333,3.5,NA,NA,5.5,NA,3.75,4,5,1,4.8,4.3,3.14285714285714,2.28571428571429,5.25,3.375,6.88888888888889,NA,NA,NA,NA,5.25,NA,7,2,"Single",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68
"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No",0,8,0,2,0,0,0,0,0,11,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,11,5,1,0,2,0,0,3,0,0,0,0,7,0,0,0,0,4,0,0,3,3,6,0,0,7,0,1,4,0,0,5,"No","No","No","No","No","No","No","No","",3,"Male",33,29,13,"Bachelors degree","Working","50,000-59,999","Republican","Protestant Christian","",6,185,3,9,"No",NA,NA,2,5,"Yes",150,1,5,1,0,0,1,5,3,9,4,7,6.33333333333333,6.83333333333333,4.66666666666667,5.83333333333333,5.83333333333333,5.5,4,6,3.83333333333333,4.83333333333333,6.33333333333333,1.5,1.77777777777778,2.33333333333333,4.625,3,NA,NA,NA,NA,NA,NA,4.22222222222222,5.11111111111111,4.3,5.75,5.75,3.75,4,1,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65
"Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes",0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,1,0,7,0,0,0,0,1,1,0,0,0,7,0,0,7,0,2,0,0,0,0,"Yes","Maybe","Yes","No","Yes","Yes","No","Yes","",4,"Female",58,19,26,"Some college","Working","60,000-69,999","Republican","Protestant Christian","",9,129,3,9,"Yes","Maybe","Yes",2,0,"Yes",90,1,6,1,0,0,1,6,NA,NA,0,4,6.33333333333333,7,2.5,2.83333333333333,5.66666666666667,2.66666666666667,2.16666666666667,3.5,3.66666666666667,4.5,5.83333333333333,1.125,2.44444444444444,4.22222222222222,4,1,NA,NA,NA,NA,NA,NA,3.44444444444444,5.94444444444444,1.8,6,3.5,3.75,4.33333333333333,2,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65
"No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No","No","Yes","No","Yes","No","No",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,11,0,0,0,0,7,1,0,0,0,0,0,0,1,2,6,0,0,0,0,4,5,0,0,1,"Yes","Yes","No","No","No","No","No","No","",4,"Female",61,NA,4,"Bachelors degree","Lower Middle","40,000-49,999","Republican","Protestant Christian","",9,155,1,2,"No",NA,NA,2,0,"Yes",120,2,8,3,10,0,1,2,1,3,NA,NA,4.33333333333333,5.33333333333333,4.33333333333333,2.33333333333333,6.5,4.33333333333333,0.833333333333333,6.5,1.16666666666667,6.16666666666667,NA,2.375,4.55555555555556,4.33333333333333,2.625,4.2,1.4,5,3.71428571428571,3.375,2.75,4.44444444444444,NA,NA,NA,NA,1.25,7,2,2,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,61
"No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","No","No","No","Yes",0,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,1,6,3,11,0,0,0,0,7,0,0,0,0,0,0,0,4,2,7,0,1,7,1,1,7,0,1,7,"Yes","Yes","No","No","Yes","No","No","Yes","",2,"Male",55,NA,54,"Some high school","Lower Middle","Under 20,000","Republican","Protestant Christian","",1,220,1,0,"No",NA,NA,10,3,"Yes",120,3,10,3,10,0,1,5,1,0,NA,NA,1.16666666666667,1.66666666666667,2.5,2.66666666666667,6.83333333333333,5,0.833333333333333,NA,NA,4.66666666666667,NA,1.375,4.22222222222222,2.88888888888889,1,3.6,1,1.14285714285714,2,3,2.375,6.33333333333333,NA,NA,NA,NA,5.5,4,6.66666666666667,1,"Single",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,73
"No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,8,0,2,3,5,6,0,4,7,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,1,0,1,3,4,7,1,1,0,1,1,1,4,0,1,"Yes","No","No","No","No","Yes","No","No","",4,"Female",27,NA,12,"Bachelors degree","Middle Middle","50,000-59,999","Democrat","Atheist","",7,140,2,7,"No",NA,NA,3,0,"Yes",50,1,3,1,2,0,2,8,3,10,NA,NA,3.5,5.33333333333333,4.66666666666667,2.16666666666667,3.5,4,2.5,6.33333333333333,1,4.66666666666667,NA,3.25,4.55555555555556,4.11111111111111,1.75,3.5,NA,NA,NA,NA,NA,NA,0.944444444444444,1.16666666666667,3.4,3.75,3,5,4.66666666666667,4.33333333333333,"Committed Relationship",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67
"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes",0,2,0,2,0,0,0,0,0,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,0,0,1,6,0,0,0,0,7,0,0,2,0,3,5,2,0,3,6,1,4,7,0,4,3,0,0,2,"Yes","Yes","No","No","No","No","No","Yes","",4,"Female",44,20,8,"Associates degree","Working","40,000-49,999","Republican","Protestant Christian","",8,140,1,1,"No",NA,NA,5,1,"No",60,3,10,2,8,0,2,8,1,3,15,7,5,4.5,3.33333333333333,3.5,4.83333333333333,3.33333333333333,1,6.5,1.5,6.5,6.33333333333333,2,3.11111111111111,3.88888888888889,3,3.9,2.1,4.71428571428571,1.28571428571429,3.125,3,5.44444444444444,NA,NA,NA,NA,4.5,3.25,6.33333333333333,2,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,67
"Yes","No","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No",0,1,11,11,0,0,0,0,0,11,2,5,1,11,11,3,1,0,0,0,1,1,2,2,3,5,3,11,0,0,0,11,11,10,3,11,8,8,8,5,11,1,0,4,5,1,11,0,0,0,0,7,5,1,3,0,6,0,5,1,4,6,0,1,0,3,5,7,0,0,7,"Yes","Yes","No","No","Yes","Maybe","No","No","",5,"Female",33,22,21,"Graduate or professional degree","Middle Middle","70,000-79,999","Republican","Catholic","",7,130,3,10,"No",NA,NA,4,4,"Yes",5,2,7,1,1,25000,3,9,3,10,8,2,5.66666666666667,5.16666666666667,6.33333333333333,5,4.16666666666667,5,1.33333333333333,6.5,4.33333333333333,6.83333333333333,6.83333333333333,3.25,4.77777777777778,4.88888888888889,2.375,4.2,1,5,3.42857142857143,5.375,2.625,5,NA,NA,NA,NA,6.25,5.25,6,1,"Married",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,69
"No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","Yes","No","Yes","No","Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,6,0,0,0,3,0,4,0,0,5,"No","No","No","No","No","No","No","Yes","",2,"Female",46,NA,13,"Bachelors degree","Lower Middle","30,000-39,999","Independent","Other","spiritual",1,180,2,7,"No",NA,NA,3,5,"Yes",30,1,6,2,7,0,1,5,1,6,NA,NA,4.83333333333333,2.5,4.66666666666667,3.33333333333333,4.16666666666667,4,2.66666666666667,NA,NA,5.66666666666667,NA,3,3.33333333333333,3.77777777777778,2.25,4.1,2.3,4,3.42857142857143,2,2.75,4.88888888888889,NA,NA,NA,NA,2.75,4,5.33333333333333,4,"Single",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67
